I,R,P,O,D
Helokuki A50S / A70 / A10 / M11 Wired Headset,(103),₹278,9,72% off,https://www.flipkart.com/helokuki-a50s-a70-a10-m11-wired-headset/p/itmfd68f4af49b1d?pid=ACCFSU8HEGS6VVNZ&lid=LSTACCFSU8HEGS6VVNZZ6LBTU&marketplace=FLIPKART&srno=b_5_175&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=970fc9c5-ab75-43fa-af4c-19d034f0d93d.ACCFSU8HEGS6VVNZ.SEARCH&ssid=jst71o5rcw0000001609495500182
Deparq Y30 / Y20 / V19 / Y20i / Z1x / S1 Pro Wired Headset,(558),₹289,9,71% off,https://www.flipkart.com/deparq-y30-y20-v19-y20i-z1x-s1-pro-wired-headset/p/itm9d834cc4a2580?pid=ACCFW9K6SPCKCW8E&lid=LSTACCFW9K6SPCKCW8EOYG1SB&marketplace=FLIPKART&srno=b_5_176&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=970fc9c5-ab75-43fa-af4c-19d034f0d93d.ACCFW9K6SPCKCW8E.SEARCH&ssid=jst71o5rcw0000001609495500182
ShutterBugs KD20 Bluetooth Headphone Bluetooth Headset,(135),₹699,1,64% off,https://www.flipkart.com/shutterbugs-kd20-bluetooth-headphone-headset/p/itm2ad8d308844fc?pid=ACCFHPQBQUZGWRW7&lid=LSTACCFHPQBQUZGWRW7VYGB6B&marketplace=FLIPKART&srno=b_5_177&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=970fc9c5-ab75-43fa-af4c-19d034f0d93d.ACCFHPQBQUZGWRW7.SEARCH&ssid=jst71o5rcw0000001609495500182
Envent Musique BT ET-SP41128 Multimedia 20 W Portable Bluetooth Home Theatre,(69),"₹1,999",3,42% off,https://www.flipkart.com/envent-musique-bt-et-sp41128-multimedia-20-w-portable-bluetooth-home-theatre/p/itm2f9805287a3f6?pid=ACCES5EYCHZYAMHS&lid=LSTACCES5EYCHZYAMHSHX9Z2Z&marketplace=FLIPKART&srno=b_5_178&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=970fc9c5-ab75-43fa-af4c-19d034f0d93d.ACCES5EYCHZYAMHS.SEARCH&ssid=jst71o5rcw0000001609495500182
Zebronics ZEB-ELEGANCE Wired Headset,3.8,₹668,9,33% off,https://www.flipkart.com/zebronics-zeb-elegance-wired-headset/p/itm74db48c030163?pid=ACCFDBJJ8D4GDKJ6&lid=LSTACCFDBJJ8D4GDKJ6WNPVXW&marketplace=FLIPKART&srno=b_6_201&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCFDBJJ8D4GDKJ6.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Envent live free 325 3 W Portable Bluetooth  Speaker,4,₹799,2,68% off,https://www.flipkart.com/envent-live-free-325-3-w-portable-bluetooth-speaker/p/itm93a36b2d8240b?pid=ACCEHWVQXJZSPZAK&lid=LSTACCEHWVQXJZSPZAKW79IVW&marketplace=FLIPKART&srno=b_6_202&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCEHWVQXJZSPZAK.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Zebronics BE370 Bluetooth Headset,3.4,₹539,8,40% off,https://www.flipkart.com/zebronics-be370-bluetooth-headset/p/itmf4065b3008a0b?pid=ACCFDBFPKE9ZEFGZ&lid=LSTACCFDBFPKE9ZEFGZIRMBUP&marketplace=FLIPKART&srno=b_6_203&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCFDBFPKE9ZEFGZ.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Olbon SPne 4 W Bluetooth  Speaker,4.2,₹373,1,73% off,https://www.flipkart.com/olbon-spne-4-w-bluetooth-speaker/p/itm4ab0e25e465fe?pid=ACCFPZU9U5KFFDGX&lid=LSTACCFPZU9U5KFFDGXSL9WMP&marketplace=FLIPKART&srno=b_6_204&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_bYF%2FJbEVdTQ37aIxARaOw9laf4ucjBNdwlN8wvSWE5WJ1kKue213ia6XnxxPPgJOpCTkhV96blXD18MVUO7AnA%3D%3D&ssid=e0d9ekvlxc0000001609495506846
Zebronics Comet Bluetooth Headset,3.2,"₹1,249",1,37% off,https://www.flipkart.com/zebronics-comet-bluetooth-headset/p/itme8b2bd0e1e2fc?pid=ACCF2UGZHBVVH5HZ&lid=LSTACCF2UGZHBVVH5HZFJZD51&marketplace=FLIPKART&srno=b_6_205&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCF2UGZHBVVH5HZ.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Zebronics Sporty Bluetooth Earphone With Ear Hook & Mic Bluetooth Headset,3.5,₹949,1,26% off,https://www.flipkart.com/zebronics-sporty-bluetooth-earphone-ear-hook-mic-headset/p/itm60bd078942013?pid=ACCFDXRYZPNZXJ2V&lid=LSTACCFDXRYZPNZXJ2VESDHG1&marketplace=FLIPKART&srno=b_6_206&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCFDXRYZPNZXJ2V.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Zebronics Smart Plus Bluetooth Headphone With Mic Bluetooth Headset,2.7,"₹1,199",1,40% off,https://www.flipkart.com/zebronics-smart-plus-bluetooth-headphone-mic-headset/p/itmaeb26aa38b300?pid=ACCFDXQWYFGXTVXF&lid=LSTACCFDXQWYFGXTVXFELGYIY&marketplace=FLIPKART&srno=b_6_207&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCFDXQWYFGXTVXF.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Envent Beatz 307 Wired Headset,3.7,₹499,9,50% off,https://www.flipkart.com/envent-beatz-307-wired-headset/p/itm47ff88989b11b?pid=ACCEVKMUGGGYJST3&lid=LSTACCEVKMUGGGYJST3WWD6VR&marketplace=FLIPKART&srno=b_6_208&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCEVKMUGGGYJST3.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Helokuki Oppo A9(2020) / A5/A8/A91/F15/A11/Reno/Reno 2 Wired Headset,3.4,₹289,9,71% off,https://www.flipkart.com/helokuki-oppo-a9-2020-a5-a8-a91-f15-a11-reno-reno-2-wired-headset/p/itm398ebc18fefea?pid=ACCFP79ZSBNYPEBR&lid=LSTACCFP79ZSBNYPEBRLNLROG&marketplace=FLIPKART&srno=b_6_209&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCFP79ZSBNYPEBR.SEARCH&ssid=e0d9ekvlxc0000001609495506846
QOR9 WAVEBASS Bluetooth Headset,3.8,"₹1,899",2,36% off,https://www.flipkart.com/qor9-wavebass-bluetooth-headset/p/itmf1a1c49b90048?pid=ACCFVF6YSUUSFDDE&lid=LSTACCFVF6YSUUSFDDEIAC9GA&marketplace=FLIPKART&srno=b_6_210&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=en_bYF%2FJbEVdTQ37aIxARaOw9laf4ucjBNdwlN8wvSWE5V6yr7AYZEwybSbZ%2FStjn4o%2Fff2FEOOs2B%2BwRj5QWRVEA%3D%3D&ssid=e0d9ekvlxc0000001609495506846
Envent LiveFree 370 ET-BTSP370-BK 10 W Portable Bluetooth  Speaker,4.3,"₹1,599",3,51% off,https://www.flipkart.com/envent-livefree-370-et-btsp370-bk-10-w-portable-bluetooth-speaker/p/itm7ad7bed696bc5?pid=ACCEMF9NC453V4GT&lid=LSTACCEMF9NC453V4GTJIAOAY&marketplace=FLIPKART&srno=b_6_211&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCEMF9NC453V4GT.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Zebronics ZEB-BE370 Bluetooth Headset,2.9,₹539,8,36% off,https://www.flipkart.com/zebronics-zeb-be370-bluetooth-headset/p/itm9d07c6df31e5f?pid=ACCF5GG2E2BHAQAX&lid=LSTACCF5GG2E2BHAQAXSKS4RR&marketplace=FLIPKART&srno=b_6_212&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCF5GG2E2BHAQAX.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Barwa BW808 Bluetooth Headset without Mic,4,"₹1,199",3,65% off,https://www.flipkart.com/barwa-bw808-bluetooth-headset-without-mic/p/itm0176aa9c30786?pid=ACCEKVHUWNNG6FDK&lid=LSTACCEKVHUWNNG6FDKYRY2CZ&marketplace=FLIPKART&srno=b_6_213&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCEKVHUWNNG6FDK.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Zebronics Disc Headphone Wireless Bluetooth Headset without Mic,3.7,₹915,1,34% off,https://www.flipkart.com/zebronics-disc-headphone-wireless-bluetooth-headset-without-mic/p/itmbdb34cd8acb89?pid=ACCFFDQG6PTQYXK9&lid=LSTACCFFDQG6PTQYXK92ERJDB&marketplace=FLIPKART&srno=b_6_214&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCFFDQG6PTQYXK9.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Envent Beatz 500 Wired Headset,4.1,₹649,1,56% off,https://www.flipkart.com/envent-beatz-500-wired-headset/p/itmeca843acf0745?pid=ACCF8SHVXHQNWAJT&lid=LSTACCF8SHVXHQNWAJTVWXFRS&marketplace=FLIPKART&srno=b_6_215&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCF8SHVXHQNWAJT.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Zebronics model 3 W Bluetooth Home Theatre,3.4,₹577,5,3% off,https://www.flipkart.com/zebronics-model-3-w-bluetooth-home-theatre/p/itm687e4de54ee9f?pid=ACCF6HCXWZTR9NFH&lid=LSTACCF6HCXWZTR9NFHDN2QME&marketplace=FLIPKART&srno=b_6_216&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCF6HCXWZTR9NFH.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Zebronics BH525 Bluetooth Headset,3.6,₹499,2,30% off,https://www.flipkart.com/zebronics-bh525-bluetooth-headset/p/itm23987c46fb25b?pid=ACCF67U6SPTCCEMC&lid=LSTACCF67U6SPTCCEMC7DD3KU&marketplace=FLIPKART&srno=b_6_217&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCF67U6SPTCCEMC.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Zebronics PRISM Wireless Bluetooth  Speaker,3.7,"₹1,749",4,41% off,https://www.flipkart.com/zebronics-prism-wireless-bluetooth-speaker/p/itm0c0198c0e169d?pid=ACCF8CG6KHJ8Z3DW&lid=LSTACCF8CG6KHJ8Z3DWCDR2QY&marketplace=FLIPKART&srno=b_6_218&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCF8CG6KHJ8Z3DW.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Zebronics BH540 Wireless Earphone Bluetooth Headset,3.3,₹250,8,25% off,https://www.flipkart.com/zebronics-bh540-wireless-earphone-bluetooth-headset/p/itm9be6a7914449f?pid=ACCF42XQZJRD5BCV&lid=LSTACCF42XQZJRD5BCV6CRMMD&marketplace=FLIPKART&srno=b_6_219&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCF42XQZJRD5BCV.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Zebronics delight 3 W Bluetooth  Speaker,3.9,₹667,1,57% off,https://www.flipkart.com/zebronics-delight-3-w-bluetooth-speaker/p/itm294862054128c?pid=ACCFDR32H9WTGFUV&lid=LSTACCFDR32H9WTGFUVJEKBXS&marketplace=FLIPKART&srno=b_6_220&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCFDR32H9WTGFUV.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Zebronics Zeb-Fashion (Black) Earphone Bluetooth Headset,3,₹525,1,46% off,https://www.flipkart.com/zebronics-zeb-fashion-black-earphone-bluetooth-headset/p/itm66105ec90d978?pid=ACCFEGGWZWQYA9FB&lid=LSTACCFEGGWZWQYA9FBBKB82G&marketplace=FLIPKART&srno=b_6_221&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCFEGGWZWQYA9FB.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Zebronics ZEB-Thunder(Black) Bluetooth Headset,4,₹639,1,57% off,https://www.flipkart.com/zebronics-zeb-thunder-black-bluetooth-headset/p/itma1e5f2fbd899d?pid=ACCFBHDEHZFK6M2Y&lid=LSTACCFBHDEHZFK6M2YU6PXRF&marketplace=FLIPKART&srno=b_6_222&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCFBHDEHZFK6M2Y.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Zebronics Zeb-Fashion (Gold) Earphone Bluetooth Headset,3,₹549,1,59% off,https://www.flipkart.com/zebronics-zeb-fashion-gold-earphone-bluetooth-headset/p/itm758e3ae0f18a4?pid=ACCFEGJ7Q4YPRFH2&lid=LSTACCFEGJ7Q4YPRFH2U6SEMY&marketplace=FLIPKART&srno=b_6_223&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCFEGJ7Q4YPRFH2.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Zebronics ZEB-FASHION Bluetooth Headset,2.8,₹525,1,61% off,https://www.flipkart.com/zebronics-zeb-fashion-bluetooth-headset/p/itm099c04f0ecf8e?pid=ACCFG8TXTRQRVUG6&lid=LSTACCFG8TXTRQRVUG6JMB9HD&marketplace=FLIPKART&srno=b_6_224&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCFG8TXTRQRVUG6.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Envent Beatz 500 Wired Headset,4.1,₹584,9,60% off,https://www.flipkart.com/envent-beatz-500-wired-headset/p/itm4991adde49c7a?pid=ACCF47QCWT492GWN&lid=LSTACCF47QCWT492GWN18LVEK&marketplace=FLIPKART&srno=b_6_225&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCF47QCWT492GWN.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Helokuki Re_alme Narzo 10 / 10 A / XT / X2 Pro / X / C3 Wired Headset,3.7,₹398,9,22% off,https://www.flipkart.com/helokuki-re-alme-narzo-10-xt-x2-pro-x-c3-wired-headset/p/itmd6079d795310b?pid=ACCFTB5YVTFKCCRF&lid=LSTACCFTB5YVTFKCCRFMY2IBF&marketplace=FLIPKART&srno=b_6_226&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCFTB5YVTFKCCRF.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Zebronics ZEB-BE380T Bluetooth Headset,3.7,₹776,9,60% off,https://www.flipkart.com/zebronics-zeb-be380t-bluetooth-headset/p/itmdca00a36d450f?pid=ACCEZHJZS3JWKUXY&lid=LSTACCEZHJZS3JWKUXYJVSLUX&marketplace=FLIPKART&srno=b_6_227&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCEZHJZS3JWKUXY.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Helokuki Red_mi Note 8 Pro / Note8 /Note 9 Pro / K20 Pro / 8A Wired Headset,3.6,₹398,3,50% off,https://www.flipkart.com/helokuki-red-mi-note-8-pro-note8-note-9-k20-8a-wired-headset/p/itmbedf736ed4afc?pid=ACCFTB4TTWJX8BZG&lid=LSTACCFTB4TTWJX8BZGMAGN34&marketplace=FLIPKART&srno=b_6_228&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCFTB4TTWJX8BZG.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Blaupunkt BH11 Bluetooth Headset,3.7,"₹1,999",2,26% off,https://www.flipkart.com/blaupunkt-bh11-bluetooth-headset/p/itm7b295dc4995d1?pid=ACCFV939D2ZPHCP3&lid=LSTACCFV939D2ZPHCP3KDNMO5&marketplace=FLIPKART&srno=b_6_229&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCFV939D2ZPHCP3.SEARCH&ssid=e0d9ekvlxc0000001609495506846
XECH One Touch Bluetooth Voice Assist Speaker Ask Questions Using Your Voice 6 W Bluetooth  Speaker,2.8,"₹1,849",7,37% off,https://www.flipkart.com/xech-one-touch-bluetooth-voice-assist-speaker-ask-questions-using-your-6-w/p/itm433a34b307a69?pid=ACCFAXSWT6Q3JKNU&lid=LSTACCFAXSWT6Q3JKNU66APXS&marketplace=FLIPKART&srno=b_6_230&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCFAXSWT6Q3JKNU.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Envent Muzik-ET-SPUD112-BK 3 W Portable Laptop/Desktop Speaker,4,₹499,9,50% off,https://www.flipkart.com/envent-muzik-et-spud112-bk-3-w-portable-laptop-desktop-speaker/p/itm1ef4d0f62e295?pid=ACCEY8EYFNQPF3GK&lid=LSTACCEY8EYFNQPF3GKTEMD0P&marketplace=FLIPKART&srno=b_6_231&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCEY8EYFNQPF3GK.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Envent Truewood 210 6 W Portable Laptop/Desktop Speaker,3.3,₹499,1,59% off,https://www.flipkart.com/envent-truewood-210-6-w-portable-laptop-desktop-speaker/p/itm395b8980710ad?pid=ACCEZ63ZHRHYUUEA&lid=LSTACCEZ63ZHRHYUUEAPOUYVR&marketplace=FLIPKART&srno=b_6_232&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCEZ63ZHRHYUUEA.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Zebronics Fashion Magnetic Bluetooth Earphone With Mic Bluetooth Headset,2.7,₹525,3,62% off,https://www.flipkart.com/zebronics-fashion-magnetic-bluetooth-earphone-mic-headset/p/itm010bc2fab467e?pid=ACCFDXR3HQRC4P6R&lid=LSTACCFDXR3HQRC4P6RM5RYJS&marketplace=FLIPKART&srno=b_6_233&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCFDXR3HQRC4P6R.SEARCH&ssid=e0d9ekvlxc0000001609495506846
QOR9 w2 Bluetooth Headset,3.1,"₹1,499",2,66% off,https://www.flipkart.com/qor9-w2-bluetooth-headset/p/itm23a0d3d5c5084?pid=ACCFZHGDKBFW2STA&lid=LSTACCFZHGDKBFW2STAG8BPAC&marketplace=FLIPKART&srno=b_6_234&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCFZHGDKBFW2STA.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Tiitan W-X5 Bluetooth Headset,4.4,₹990,1,52% off,https://www.flipkart.com/tiitan-w-x5-bluetooth-headset/p/itmb5ae0be9ad1d0?pid=ACCFPJF2FU9HEJNN&lid=LSTACCFPJF2FU9HEJNNPCLEZB&marketplace=FLIPKART&srno=b_6_235&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCFPJF2FU9HEJNN.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Blaupunkt EH01 Extra Bass Wired Headset,4.3,₹799,9,22% off,https://www.flipkart.com/blaupunkt-eh01-extra-bass-wired-headset/p/itme1ff546fd79e9?pid=ACCFCSGRTESEZAZY&lid=LSTACCFCSGRTESEZAZYWYKBPY&marketplace=FLIPKART&srno=b_6_236&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCFCSGRTESEZAZY.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Zebronics Flex Bluetooth Headset,(51),₹777,9,22% off,https://www.flipkart.com/zebronics-flex-bluetooth-headset/p/itm30a54b7a846b8?pid=ACCFAYYUGCUH4GK2&lid=LSTACCFAYYUGCUH4GK2TNY0KB&marketplace=FLIPKART&srno=b_6_237&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCFAYYUGCUH4GK2.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Zebronics FLEX Bluetooth Headset,"(1,983)",₹777,3,42% off,https://www.flipkart.com/zebronics-flex-bluetooth-headset/p/itmb95975cdcc019?pid=ACCFB2YVBG9ZXXCW&lid=LSTACCFB2YVBG9ZXXCWOEDXDV&marketplace=FLIPKART&srno=b_6_238&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCFB2YVBG9ZXXCW.SEARCH&ssid=e0d9ekvlxc0000001609495506846
Envent Deejay 550 BT 20 W Bluetooth Home Theatre,(34),"₹1,999",1,23% off,https://www.flipkart.com/envent-deejay-550-bt-20-w-bluetooth-home-theatre/p/itm2bac66def1192?pid=ACCF88XMTVHSUCYU&lid=LSTACCF88XMTVHSUCYUPDIOYC&marketplace=FLIPKART&srno=b_6_239&otracker=clp_omu_infinite_Deals%2Bof%2Bthe%2BDay_2_2.dealCard.OMU_INFINITE_dotd-store_dotd-store_VLO9AZPF3DJW&fm=organic&iid=07e91fe5-57e0-4e46-a696-a26223bbd42b.ACCF88XMTVHSUCYU.SEARCH&ssid=e0d9ekvlxc0000001609495506846
